timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu
2026/08/14 04:11:29.120, NVIDIA GeForce RTX 4090, 0 %, 0 %, 1 MiB, 49140 MiB, 106.13 W, 51
2026/08/14 04:11:30.126, NVIDIA GeForce RTX 4090, 0 %, 0 %, 1 MiB, 49140 MiB, 106.13 W, 51
2026/08/14 04:11:31.127, NVIDIA GeForce RTX 4090, 0 %, 0 %, 1 MiB, 49140 MiB, 99.62 W, 50
2026/08/14 04:11:32.127, NVIDIA GeForce RTX 4090, 0 %, 0 %, 1 MiB, 49140 MiB, 76.93 W, 49
2026/08/14 04:11:33.127, NVIDIA GeForce RTX 4090, 0 %, 0 %, 1 MiB, 49140 MiB, 53.01 W, 49
2026/08/14 04:11:34.127, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 44.20 W, 48
2026/08/14 04:11:35.128, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 42.44 W, 48
2026/08/14 04:11:36.128, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 40.91 W, 47
2026/08/14 04:11:37.128, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 40.20 W, 47
2026/08/14 04:11:38.128, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 39.17 W, 47
2026/08/14 04:11:39.129, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 39.01 W, 47
2026/08/14 04:11:40.129, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 38.64 W, 46
2026/08/14 04:11:41.129, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 37.81 W, 46
2026/08/14 04:11:42.129, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 37.12 W, 46
2026/08/14 04:11:43.130, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 36.64 W, 46
2026/08/14 04:11:44.130, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 36.35 W, 46
2026/08/14 04:11:45.130, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 35.93 W, 45
2026/08/14 04:11:46.130, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 35.75 W, 45
2026/08/14 04:11:47.130, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 35.42 W, 45
2026/08/14 04:11:48.131, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 34.81 W, 45
2026/08/14 04:11:49.131, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 34.33 W, 45
2026/08/14 04:11:50.131, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 33.75 W, 45
2026/08/14 04:11:51.131, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 33.35 W, 44
2026/08/14 04:11:52.132, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 33.43 W, 44
2026/08/14 04:11:53.132, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 33.27 W, 44
2026/08/14 04:11:54.132, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 33.27 W, 44
2026/08/14 04:11:55.132, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 33.30 W, 44
2026/08/14 04:11:56.133, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 32.89 W, 44
2026/08/14 04:11:57.133, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 32.36 W, 44
2026/08/14 04:11:58.133, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 31.97 W, 44
2026/08/14 04:11:59.133, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 31.94 W, 43
2026/08/14 04:12:00.134, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 32.09 W, 43
2026/08/14 04:12:01.134, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 32.02 W, 43
2026/08/14 04:12:02.134, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 31.64 W, 43
2026/08/14 04:12:03.183, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 31.53 W, 43
2026/08/14 04:12:04.184, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 31.68 W, 43
2026/08/14 04:12:05.184, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 31.63 W, 43
2026/08/14 04:12:06.184, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 31.48 W, 43
2026/08/14 04:12:07.184, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 31.49 W, 43
2026/08/14 04:12:08.185, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 31.34 W, 43
2026/08/14 04:12:09.185, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 30.98 W, 43
2026/08/14 04:12:10.185, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 30.68 W, 42
2026/08/14 04:12:11.185, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 30.26 W, 42
2026/08/14 04:12:12.186, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 30.14 W, 42
2026/08/14 04:12:13.186, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 30.35 W, 42
2026/08/14 04:12:14.187, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 30.23 W, 42
2026/08/14 04:12:15.187, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 30.01 W, 42
2026/08/14 04:12:16.187, NVIDIA GeForce RTX 4090, 33 %, 1 %, 2592 MiB, 49140 MiB, 35.94 W, 43
2026/08/14 04:12:17.187, NVIDIA GeForce RTX 4090, 59 %, 1 %, 9028 MiB, 49140 MiB, 74.33 W, 44
2026/08/14 04:12:18.188, NVIDIA GeForce RTX 4090, 79 %, 1 %, 17016 MiB, 49140 MiB, 92.96 W, 44
2026/08/14 04:12:19.188, NVIDIA GeForce RTX 4090, 43 %, 15 %, 19200 MiB, 49140 MiB, 175.70 W, 57
2026/08/14 04:12:20.188, NVIDIA GeForce RTX 4090, 39 %, 13 %, 19202 MiB, 49140 MiB, 250.96 W, 55
2026/08/14 04:12:21.188, NVIDIA GeForce RTX 4090, 50 %, 17 %, 19204 MiB, 49140 MiB, 257.01 W, 57
2026/08/14 04:12:22.188, NVIDIA GeForce RTX 4090, 85 %, 47 %, 19204 MiB, 49140 MiB, 284.23 W, 57
2026/08/14 04:12:23.188, NVIDIA GeForce RTX 4090, 57 %, 28 %, 19204 MiB, 49140 MiB, 290.46 W, 57
2026/08/14 04:12:24.189, NVIDIA GeForce RTX 4090, 30 %, 12 %, 19204 MiB, 49140 MiB, 270.65 W, 59
2026/08/14 04:12:25.189, NVIDIA GeForce RTX 4090, 15 %, 5 %, 19204 MiB, 49140 MiB, 253.71 W, 54
2026/08/14 04:12:26.189, NVIDIA GeForce RTX 4090, 43 %, 15 %, 19204 MiB, 49140 MiB, 262.19 W, 59
2026/08/14 04:12:27.189, NVIDIA GeForce RTX 4090, 48 %, 17 %, 19204 MiB, 49140 MiB, 269.04 W, 58
2026/08/14 04:12:28.189, NVIDIA GeForce RTX 4090, 61 %, 24 %, 19204 MiB, 49140 MiB, 267.63 W, 58
2026/08/14 04:12:29.189, NVIDIA GeForce RTX 4090, 98 %, 59 %, 19204 MiB, 49140 MiB, 290.35 W, 60
2026/08/14 04:12:30.190, NVIDIA GeForce RTX 4090, 69 %, 37 %, 19204 MiB, 49140 MiB, 290.25 W, 59
2026/08/14 04:12:31.190, NVIDIA GeForce RTX 4090, 21 %, 8 %, 19204 MiB, 49140 MiB, 267.50 W, 60
2026/08/14 04:12:32.190, NVIDIA GeForce RTX 4090, 31 %, 11 %, 19204 MiB, 49140 MiB, 260.68 W, 61
2026/08/14 04:12:33.190, NVIDIA GeForce RTX 4090, 38 %, 13 %, 19204 MiB, 49140 MiB, 263.31 W, 61
2026/08/14 04:12:34.191, NVIDIA GeForce RTX 4090, 49 %, 17 %, 19204 MiB, 49140 MiB, 266.01 W, 61
2026/08/14 04:12:35.191, NVIDIA GeForce RTX 4090, 63 %, 25 %, 19204 MiB, 49140 MiB, 269.68 W, 60
2026/08/14 04:12:36.191, NVIDIA GeForce RTX 4090, 75 %, 42 %, 19204 MiB, 49140 MiB, 279.19 W, 60
2026/08/14 04:12:37.191, NVIDIA GeForce RTX 4090, 87 %, 47 %, 19204 MiB, 49140 MiB, 301.51 W, 64
2026/08/14 04:12:38.191, NVIDIA GeForce RTX 4090, 42 %, 17 %, 19204 MiB, 49140 MiB, 280.36 W, 62
2026/08/14 04:12:39.192, NVIDIA GeForce RTX 4090, 16 %, 6 %, 19204 MiB, 49140 MiB, 265.13 W, 61
2026/08/14 04:12:40.192, NVIDIA GeForce RTX 4090, 43 %, 15 %, 19204 MiB, 49140 MiB, 258.86 W, 61
2026/08/14 04:12:41.192, NVIDIA GeForce RTX 4090, 47 %, 18 %, 19204 MiB, 49140 MiB, 279.00 W, 61
2026/08/14 04:12:42.192, NVIDIA GeForce RTX 4090, 77 %, 44 %, 19204 MiB, 49140 MiB, 289.62 W, 62
2026/08/14 04:12:43.193, NVIDIA GeForce RTX 4090, 87 %, 46 %, 19204 MiB, 49140 MiB, 304.10 W, 65
2026/08/14 04:12:44.193, NVIDIA GeForce RTX 4090, 46 %, 18 %, 19204 MiB, 49140 MiB, 283.70 W, 63
2026/08/14 04:12:45.193, NVIDIA GeForce RTX 4090, 42 %, 15 %, 19204 MiB, 49140 MiB, 271.86 W, 63
2026/08/14 04:12:46.193, NVIDIA GeForce RTX 4090, 44 %, 17 %, 19204 MiB, 49140 MiB, 285.06 W, 62
2026/08/14 04:12:47.193, NVIDIA GeForce RTX 4090, 63 %, 25 %, 19204 MiB, 49140 MiB, 275.81 W, 62
2026/08/14 04:12:48.194, NVIDIA GeForce RTX 4090, 75 %, 42 %, 19204 MiB, 49140 MiB, 284.53 W, 62
2026/08/14 04:12:49.194, NVIDIA GeForce RTX 4090, 89 %, 52 %, 19204 MiB, 49140 MiB, 283.89 W, 65
2026/08/14 04:12:50.194, NVIDIA GeForce RTX 4090, 61 %, 31 %, 19204 MiB, 49140 MiB, 287.77 W, 63
2026/08/14 04:12:51.194, NVIDIA GeForce RTX 4090, 22 %, 8 %, 19204 MiB, 49140 MiB, 269.57 W, 62
2026/08/14 04:12:52.194, NVIDIA GeForce RTX 4090, 35 %, 12 %, 19204 MiB, 49140 MiB, 269.44 W, 61
2026/08/14 04:12:53.194, NVIDIA GeForce RTX 4090, 46 %, 16 %, 19204 MiB, 49140 MiB, 267.32 W, 63
2026/08/14 04:12:54.194, NVIDIA GeForce RTX 4090, 49 %, 17 %, 19204 MiB, 49140 MiB, 279.37 W, 62
2026/08/14 04:12:55.195, NVIDIA GeForce RTX 4090, 45 %, 17 %, 19204 MiB, 49140 MiB, 265.86 W, 62
2026/08/14 04:12:56.195, NVIDIA GeForce RTX 4090, 78 %, 44 %, 19204 MiB, 49140 MiB, 294.29 W, 64
2026/08/14 04:12:57.195, NVIDIA GeForce RTX 4090, 97 %, 55 %, 19204 MiB, 49140 MiB, 290.60 W, 66
2026/08/14 04:12:58.195, NVIDIA GeForce RTX 4090, 67 %, 37 %, 19204 MiB, 49140 MiB, 279.39 W, 64
2026/08/14 04:12:59.195, NVIDIA GeForce RTX 4090, 38 %, 14 %, 19204 MiB, 49140 MiB, 281.38 W, 63
