timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/04 03:05:03.939, NVIDIA GeForce RTX 4090, 91 %, 48 %, 19206 MiB, 49140 MiB, 405.67 W
2026/08/04 03:05:04.940, NVIDIA GeForce RTX 4090, 100 %, 55 %, 19206 MiB, 49140 MiB, 404.57 W
2026/08/04 03:05:05.940, NVIDIA GeForce RTX 4090, 0 %, 0 %, 19206 MiB, 49140 MiB, 249.17 W
2026/08/04 03:05:06.940, NVIDIA GeForce RTX 4090, 0 %, 0 %, 19206 MiB, 49140 MiB, 96.02 W
2026/08/04 03:05:07.944, NVIDIA GeForce RTX 4090, 25 %, 0 %, 19206 MiB, 49140 MiB, 81.86 W
2026/08/04 03:05:08.945, NVIDIA GeForce RTX 4090, 97 %, 33 %, 19206 MiB, 49140 MiB, 179.35 W
2026/08/04 03:05:09.948, NVIDIA GeForce RTX 4090, 98 %, 35 %, 19206 MiB, 49140 MiB, 405.46 W
2026/08/04 03:05:10.951, NVIDIA GeForce RTX 4090, 99 %, 40 %, 19206 MiB, 49140 MiB, 401.63 W
2026/08/04 03:05:11.951, NVIDIA GeForce RTX 4090, 99 %, 47 %, 19206 MiB, 49140 MiB, 404.59 W
2026/08/04 03:05:12.952, NVIDIA GeForce RTX 4090, 99 %, 53 %, 19206 MiB, 49140 MiB, 407.70 W
2026/08/04 03:05:13.953, NVIDIA GeForce RTX 4090, 89 %, 48 %, 19206 MiB, 49140 MiB, 403.18 W
2026/08/04 03:05:14.956, NVIDIA GeForce RTX 4090, 86 %, 50 %, 19206 MiB, 49140 MiB, 401.69 W
2026/08/04 03:05:15.957, NVIDIA GeForce RTX 4090, 83 %, 48 %, 19206 MiB, 49140 MiB, 397.82 W
2026/08/04 03:05:16.958, NVIDIA GeForce RTX 4090, 88 %, 48 %, 19206 MiB, 49140 MiB, 398.24 W
2026/08/04 03:05:17.958, NVIDIA GeForce RTX 4090, 91 %, 48 %, 19206 MiB, 49140 MiB, 405.47 W
2026/08/04 03:05:18.960, NVIDIA GeForce RTX 4090, 95 %, 45 %, 19206 MiB, 49140 MiB, 406.95 W
2026/08/04 03:05:19.961, NVIDIA GeForce RTX 4090, 95 %, 38 %, 19206 MiB, 49140 MiB, 407.33 W
2026/08/04 03:05:20.961, NVIDIA GeForce RTX 4090, 95 %, 34 %, 19206 MiB, 49140 MiB, 407.50 W
2026/08/04 03:05:21.962, NVIDIA GeForce RTX 4090, 96 %, 32 %, 19206 MiB, 49140 MiB, 405.80 W
2026/08/04 03:05:22.964, NVIDIA GeForce RTX 4090, 97 %, 34 %, 19206 MiB, 49140 MiB, 405.36 W
2026/08/04 03:05:23.965, NVIDIA GeForce RTX 4090, 98 %, 38 %, 19206 MiB, 49140 MiB, 406.34 W
2026/08/04 03:05:24.968, NVIDIA GeForce RTX 4090, 99 %, 44 %, 19206 MiB, 49140 MiB, 404.11 W
2026/08/04 03:05:25.969, NVIDIA GeForce RTX 4090, 99 %, 51 %, 19206 MiB, 49140 MiB, 402.75 W
2026/08/04 03:05:26.974, NVIDIA GeForce RTX 4090, 91 %, 52 %, 19206 MiB, 49140 MiB, 403.94 W
2026/08/04 03:05:27.974, NVIDIA GeForce RTX 4090, 91 %, 45 %, 19206 MiB, 49140 MiB, 405.95 W
2026/08/04 03:05:28.974, NVIDIA GeForce RTX 4090, 96 %, 40 %, 19206 MiB, 49140 MiB, 407.36 W
2026/08/04 03:05:29.976, NVIDIA GeForce RTX 4090, 95 %, 34 %, 19206 MiB, 49140 MiB, 407.86 W
2026/08/04 03:05:30.977, NVIDIA GeForce RTX 4090, 97 %, 33 %, 19206 MiB, 49140 MiB, 407.65 W
2026/08/04 03:05:31.977, NVIDIA GeForce RTX 4090, 98 %, 35 %, 19206 MiB, 49140 MiB, 408.77 W
2026/08/04 03:05:32.977, NVIDIA GeForce RTX 4090, 100 %, 51 %, 19206 MiB, 49140 MiB, 408.31 W
2026/08/04 03:05:33.977, NVIDIA GeForce RTX 4090, 96 %, 32 %, 19206 MiB, 49140 MiB, 403.23 W
2026/08/04 03:05:34.980, NVIDIA GeForce RTX 4090, 97 %, 33 %, 19206 MiB, 49140 MiB, 408.46 W
2026/08/04 03:05:35.980, NVIDIA GeForce RTX 4090, 98 %, 37 %, 19206 MiB, 49140 MiB, 403.34 W
2026/08/04 03:05:36.984, NVIDIA GeForce RTX 4090, 99 %, 45 %, 19206 MiB, 49140 MiB, 407.27 W
2026/08/04 03:05:37.984, NVIDIA GeForce RTX 4090, 99 %, 55 %, 19206 MiB, 49140 MiB, 410.50 W
2026/08/04 03:05:38.985, NVIDIA GeForce RTX 4090, 91 %, 55 %, 19206 MiB, 49140 MiB, 406.55 W
2026/08/04 03:05:39.986, NVIDIA GeForce RTX 4090, 80 %, 46 %, 19206 MiB, 49140 MiB, 403.97 W
2026/08/04 03:05:40.986, NVIDIA GeForce RTX 4090, 88 %, 47 %, 19206 MiB, 49140 MiB, 400.53 W
2026/08/04 03:05:41.987, NVIDIA GeForce RTX 4090, 91 %, 47 %, 19206 MiB, 49140 MiB, 402.35 W
