timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/14 05:30:47.576, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.92 W
2026/08/14 05:30:48.576, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 27.01 W
2026/08/14 05:30:49.576, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 27.04 W
2026/08/14 05:30:50.576, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.97 W
2026/08/14 05:30:51.576, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.95 W
2026/08/14 05:30:52.577, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 27.04 W
2026/08/14 05:30:53.577, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.99 W
2026/08/14 05:30:54.577, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.96 W
2026/08/14 05:30:55.577, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 27.12 W
2026/08/14 05:30:56.577, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 27.18 W
2026/08/14 05:30:57.577, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 27.16 W
2026/08/14 05:30:58.577, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 27.02 W
2026/08/14 05:30:59.577, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.89 W
2026/08/14 05:31:00.578, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.88 W
2026/08/14 05:31:01.578, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.86 W
2026/08/14 05:31:02.578, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.81 W
2026/08/14 05:31:03.578, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.77 W
2026/08/14 05:31:04.578, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.78 W
2026/08/14 05:31:05.578, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.80 W
2026/08/14 05:31:06.579, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.75 W
2026/08/14 05:31:07.579, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.72 W
2026/08/14 05:31:08.579, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.80 W
2026/08/14 05:31:09.579, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.73 W
2026/08/14 05:31:10.579, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.65 W
2026/08/14 05:31:11.579, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.67 W
2026/08/14 05:31:12.579, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.75 W
2026/08/14 05:31:13.580, NVIDIA GeForce RTX 4090, 0 %, 4 MiB, 49140 MiB, 26.94 W
2026/08/14 05:31:14.580, NVIDIA GeForce RTX 4090, 0 %, 1142 MiB, 49140 MiB, 26.99 W
2026/08/14 05:31:15.580, NVIDIA GeForce RTX 4090, 50 %, 6140 MiB, 49140 MiB, 59.42 W
2026/08/14 05:31:16.580, NVIDIA GeForce RTX 4090, 45 %, 11400 MiB, 49140 MiB, 85.86 W
2026/08/14 05:31:17.580, NVIDIA GeForce RTX 4090, 64 %, 18994 MiB, 49140 MiB, 88.06 W
2026/08/14 05:31:18.581, NVIDIA GeForce RTX 4090, 32 %, 19200 MiB, 49140 MiB, 208.79 W
2026/08/14 05:31:19.583, NVIDIA GeForce RTX 4090, 58 %, 19202 MiB, 49140 MiB, 246.45 W
2026/08/14 05:31:20.583, NVIDIA GeForce RTX 4090, 96 %, 19204 MiB, 49140 MiB, 283.14 W
2026/08/14 05:31:21.584, NVIDIA GeForce RTX 4090, 43 %, 19204 MiB, 49140 MiB, 278.62 W
2026/08/14 05:31:22.584, NVIDIA GeForce RTX 4090, 40 %, 19204 MiB, 49140 MiB, 257.38 W
2026/08/14 05:31:23.584, NVIDIA GeForce RTX 4090, 44 %, 19204 MiB, 49140 MiB, 262.13 W
2026/08/14 05:31:24.584, NVIDIA GeForce RTX 4090, 60 %, 19204 MiB, 49140 MiB, 271.62 W
2026/08/14 05:31:25.584, NVIDIA GeForce RTX 4090, 74 %, 19204 MiB, 49140 MiB, 276.30 W
2026/08/14 05:31:26.584, NVIDIA GeForce RTX 4090, 88 %, 19204 MiB, 49140 MiB, 293.43 W
2026/08/14 05:31:27.584, NVIDIA GeForce RTX 4090, 21 %, 19204 MiB, 49140 MiB, 256.87 W
2026/08/14 05:31:28.585, NVIDIA GeForce RTX 4090, 29 %, 19204 MiB, 49140 MiB, 268.04 W
2026/08/14 05:31:29.585, NVIDIA GeForce RTX 4090, 48 %, 19204 MiB, 49140 MiB, 269.63 W
2026/08/14 05:31:30.585, NVIDIA GeForce RTX 4090, 62 %, 19204 MiB, 49140 MiB, 269.36 W
2026/08/14 05:31:31.585, NVIDIA GeForce RTX 4090, 75 %, 19204 MiB, 49140 MiB, 278.33 W
2026/08/14 05:31:32.585, NVIDIA GeForce RTX 4090, 61 %, 19204 MiB, 49140 MiB, 282.46 W
2026/08/14 05:31:33.585, NVIDIA GeForce RTX 4090, 52 %, 19204 MiB, 49140 MiB, 257.96 W
2026/08/14 05:31:34.586, NVIDIA GeForce RTX 4090, 38 %, 19204 MiB, 49140 MiB, 259.95 W
2026/08/14 05:31:35.586, NVIDIA GeForce RTX 4090, 31 %, 19204 MiB, 49140 MiB, 256.99 W
2026/08/14 05:31:36.586, NVIDIA GeForce RTX 4090, 38 %, 19204 MiB, 49140 MiB, 260.84 W
2026/08/14 05:31:37.586, NVIDIA GeForce RTX 4090, 47 %, 19204 MiB, 49140 MiB, 279.33 W
2026/08/14 05:31:38.586, NVIDIA GeForce RTX 4090, 79 %, 19204 MiB, 49140 MiB, 276.09 W
2026/08/14 05:31:39.586, NVIDIA GeForce RTX 4090, 48 %, 19204 MiB, 49140 MiB, 295.72 W
2026/08/14 05:31:40.587, NVIDIA GeForce RTX 4090, 31 %, 19204 MiB, 49140 MiB, 261.24 W
2026/08/14 05:31:41.587, NVIDIA GeForce RTX 4090, 38 %, 19204 MiB, 49140 MiB, 263.31 W
2026/08/14 05:31:42.587, NVIDIA GeForce RTX 4090, 29 %, 19204 MiB, 49140 MiB, 268.33 W
2026/08/14 05:31:43.587, NVIDIA GeForce RTX 4090, 54 %, 19204 MiB, 49140 MiB, 269.69 W
2026/08/14 05:31:44.587, NVIDIA GeForce RTX 4090, 92 %, 19204 MiB, 49140 MiB, 286.24 W
2026/08/14 05:31:45.588, NVIDIA GeForce RTX 4090, 94 %, 19204 MiB, 49140 MiB, 280.48 W
2026/08/14 05:31:46.588, NVIDIA GeForce RTX 4090, 79 %, 19204 MiB, 49140 MiB, 275.61 W
2026/08/14 05:31:47.588, NVIDIA GeForce RTX 4090, 28 %, 19204 MiB, 49140 MiB, 255.88 W
2026/08/14 05:31:48.588, NVIDIA GeForce RTX 4090, 38 %, 19204 MiB, 49140 MiB, 266.39 W
2026/08/14 05:31:49.588, NVIDIA GeForce RTX 4090, 41 %, 19204 MiB, 49140 MiB, 277.17 W
2026/08/14 05:31:50.589, NVIDIA GeForce RTX 4090, 44 %, 19204 MiB, 49140 MiB, 273.43 W
2026/08/14 05:31:51.589, NVIDIA GeForce RTX 4090, 80 %, 19204 MiB, 49140 MiB, 295.26 W
2026/08/14 05:31:52.589, NVIDIA GeForce RTX 4090, 60 %, 19204 MiB, 49140 MiB, 279.45 W
2026/08/14 05:31:53.589, NVIDIA GeForce RTX 4090, 62 %, 19204 MiB, 49140 MiB, 271.60 W
2026/08/14 05:31:54.589, NVIDIA GeForce RTX 4090, 36 %, 19204 MiB, 49140 MiB, 267.33 W
2026/08/14 05:31:55.590, NVIDIA GeForce RTX 4090, 35 %, 19204 MiB, 49140 MiB, 266.77 W
2026/08/14 05:31:56.590, NVIDIA GeForce RTX 4090, 43 %, 19204 MiB, 49140 MiB, 265.78 W
2026/08/14 05:31:57.590, NVIDIA GeForce RTX 4090, 55 %, 19204 MiB, 49140 MiB, 272.86 W
2026/08/14 05:31:58.590, NVIDIA GeForce RTX 4090, 63 %, 19204 MiB, 49140 MiB, 277.66 W
2026/08/14 05:31:59.590, NVIDIA GeForce RTX 4090, 68 %, 19204 MiB, 49140 MiB, 305.23 W
2026/08/14 05:32:00.591, NVIDIA GeForce RTX 4090, 65 %, 19204 MiB, 49140 MiB, 274.36 W
2026/08/14 05:32:01.591, NVIDIA GeForce RTX 4090, 100 %, 19204 MiB, 49140 MiB, 318.00 W
2026/08/14 05:32:02.591, NVIDIA GeForce RTX 4090, 55 %, 19204 MiB, 49140 MiB, 305.47 W
2026/08/14 05:32:03.591, NVIDIA GeForce RTX 4090, 83 %, 19204 MiB, 49140 MiB, 291.81 W
2026/08/14 05:32:04.592, NVIDIA GeForce RTX 4090, 64 %, 19204 MiB, 49140 MiB, 292.78 W
2026/08/14 05:32:05.592, NVIDIA GeForce RTX 4090, 33 %, 19204 MiB, 49140 MiB, 275.17 W
2026/08/14 05:32:06.592, NVIDIA GeForce RTX 4090, 36 %, 19206 MiB, 49140 MiB, 264.92 W
2026/08/14 05:32:07.592, NVIDIA GeForce RTX 4090, 42 %, 19206 MiB, 49140 MiB, 266.30 W
2026/08/14 05:32:08.593, NVIDIA GeForce RTX 4090, 40 %, 19206 MiB, 49140 MiB, 275.52 W
2026/08/14 05:32:09.593, NVIDIA GeForce RTX 4090, 67 %, 19206 MiB, 49140 MiB, 287.01 W
2026/08/14 05:32:10.593, NVIDIA GeForce RTX 4090, 79 %, 19206 MiB, 49140 MiB, 285.85 W
2026/08/14 05:32:11.593, NVIDIA GeForce RTX 4090, 47 %, 19206 MiB, 49140 MiB, 289.67 W
2026/08/14 05:32:12.594, NVIDIA GeForce RTX 4090, 26 %, 19206 MiB, 49140 MiB, 268.86 W
2026/08/14 05:32:13.594, NVIDIA GeForce RTX 4090, 37 %, 19206 MiB, 49140 MiB, 268.16 W
2026/08/14 05:32:14.594, NVIDIA GeForce RTX 4090, 43 %, 19206 MiB, 49140 MiB, 275.23 W
2026/08/14 05:32:15.594, NVIDIA GeForce RTX 4090, 68 %, 19206 MiB, 49140 MiB, 284.14 W
2026/08/14 05:32:16.595, NVIDIA GeForce RTX 4090, 79 %, 19206 MiB, 49140 MiB, 295.71 W
2026/08/14 05:32:17.595, NVIDIA GeForce RTX 4090, 28 %, 19206 MiB, 49140 MiB, 286.89 W
2026/08/14 05:32:18.595, NVIDIA GeForce RTX 4090, 27 %, 19206 MiB, 49140 MiB, 271.17 W
2026/08/14 05:32:19.595, NVIDIA GeForce RTX 4090, 35 %, 19206 MiB, 49140 MiB, 277.44 W
2026/08/14 05:32:20.596, NVIDIA GeForce RTX 4090, 60 %, 19206 MiB, 49140 MiB, 282.87 W
2026/08/14 05:32:21.596, NVIDIA GeForce RTX 4090, 63 %, 19206 MiB, 49140 MiB, 300.19 W
2026/08/14 05:32:22.596, NVIDIA GeForce RTX 4090, 73 %, 19206 MiB, 49140 MiB, 300.04 W
2026/08/14 05:32:23.596, NVIDIA GeForce RTX 4090, 28 %, 19206 MiB, 49140 MiB, 276.98 W
2026/08/14 05:32:24.596, NVIDIA GeForce RTX 4090, 34 %, 19206 MiB, 49140 MiB, 271.56 W
2026/08/14 05:32:25.597, NVIDIA GeForce RTX 4090, 37 %, 19206 MiB, 49140 MiB, 267.54 W
2026/08/14 05:32:26.597, NVIDIA GeForce RTX 4090, 39 %, 19206 MiB, 49140 MiB, 280.73 W
2026/08/14 05:32:27.597, NVIDIA GeForce RTX 4090, 67 %, 19206 MiB, 49140 MiB, 294.42 W
2026/08/14 05:32:28.597, NVIDIA GeForce RTX 4090, 88 %, 19206 MiB, 49140 MiB, 299.42 W
2026/08/14 05:32:29.597, NVIDIA GeForce RTX 4090, 44 %, 19206 MiB, 49140 MiB, 279.48 W
2026/08/14 05:32:30.597, NVIDIA GeForce RTX 4090, 39 %, 19206 MiB, 49140 MiB, 280.96 W
2026/08/14 05:32:31.598, NVIDIA GeForce RTX 4090, 33 %, 19206 MiB, 49140 MiB, 268.25 W
2026/08/14 05:32:32.598, NVIDIA GeForce RTX 4090, 35 %, 19206 MiB, 49140 MiB, 274.46 W
2026/08/14 05:32:33.598, NVIDIA GeForce RTX 4090, 42 %, 19206 MiB, 49140 MiB, 276.64 W
2026/08/14 05:32:34.598, NVIDIA GeForce RTX 4090, 55 %, 19206 MiB, 49140 MiB, 277.14 W
2026/08/14 05:32:35.598, NVIDIA GeForce RTX 4090, 63 %, 19206 MiB, 49140 MiB, 287.21 W
2026/08/14 05:32:36.599, NVIDIA GeForce RTX 4090, 75 %, 19206 MiB, 49140 MiB, 285.60 W
2026/08/14 05:32:37.599, NVIDIA GeForce RTX 4090, 70 %, 19206 MiB, 49140 MiB, 289.42 W
2026/08/14 05:32:38.599, NVIDIA GeForce RTX 4090, 32 %, 19206 MiB, 49140 MiB, 292.64 W
2026/08/14 05:32:39.599, NVIDIA GeForce RTX 4090, 39 %, 19206 MiB, 49140 MiB, 269.17 W
2026/08/14 05:32:40.599, NVIDIA GeForce RTX 4090, 42 %, 19206 MiB, 49140 MiB, 282.56 W
2026/08/14 05:32:41.599, NVIDIA GeForce RTX 4090, 53 %, 19206 MiB, 49140 MiB, 278.25 W
2026/08/14 05:32:42.600, NVIDIA GeForce RTX 4090, 58 %, 19206 MiB, 49140 MiB, 285.81 W
2026/08/14 05:32:43.600, NVIDIA GeForce RTX 4090, 75 %, 19206 MiB, 49140 MiB, 287.88 W
2026/08/14 05:32:44.600, NVIDIA GeForce RTX 4090, 70 %, 19206 MiB, 49140 MiB, 289.47 W
2026/08/14 05:32:45.600, NVIDIA GeForce RTX 4090, 100 %, 19206 MiB, 49140 MiB, 299.24 W
2026/08/14 05:32:46.600, NVIDIA GeForce RTX 4090, 0 %, 19206 MiB, 49140 MiB, 235.63 W
2026/08/14 05:32:47.600, NVIDIA GeForce RTX 4090, 0 %, 19206 MiB, 49140 MiB, 105.47 W
2026/08/14 05:32:48.601, NVIDIA GeForce RTX 4090, 0 %, 19206 MiB, 49140 MiB, 92.79 W
2026/08/14 05:32:49.601, NVIDIA GeForce RTX 4090, 72 %, 19206 MiB, 49140 MiB, 248.47 W
2026/08/14 05:32:50.601, NVIDIA GeForce RTX 4090, 58 %, 19206 MiB, 49140 MiB, 268.14 W
2026/08/14 05:32:51.601, NVIDIA GeForce RTX 4090, 86 %, 19206 MiB, 49140 MiB, 286.28 W
2026/08/14 05:32:52.602, NVIDIA GeForce RTX 4090, 48 %, 19206 MiB, 49140 MiB, 280.61 W
2026/08/14 05:32:53.602, NVIDIA GeForce RTX 4090, 34 %, 19206 MiB, 49140 MiB, 271.17 W
2026/08/14 05:32:54.602, NVIDIA GeForce RTX 4090, 33 %, 19206 MiB, 49140 MiB, 266.95 W
2026/08/14 05:32:55.602, NVIDIA GeForce RTX 4090, 19 %, 19206 MiB, 49140 MiB, 257.14 W
2026/08/14 05:32:56.602, NVIDIA GeForce RTX 4090, 18 %, 19206 MiB, 49140 MiB, 246.78 W
2026/08/14 05:32:57.603, NVIDIA GeForce RTX 4090, 24 %, 19206 MiB, 49140 MiB, 258.32 W
2026/08/14 05:32:58.603, NVIDIA GeForce RTX 4090, 40 %, 19206 MiB, 49140 MiB, 271.13 W
2026/08/14 05:32:59.603, NVIDIA GeForce RTX 4090, 53 %, 19206 MiB, 49140 MiB, 283.72 W
2026/08/14 05:33:00.603, NVIDIA GeForce RTX 4090, 74 %, 19206 MiB, 49140 MiB, 294.96 W
2026/08/14 05:33:01.603, NVIDIA GeForce RTX 4090, 48 %, 19206 MiB, 49140 MiB, 307.02 W
2026/08/14 05:33:02.603, NVIDIA GeForce RTX 4090, 39 %, 19206 MiB, 49140 MiB, 273.00 W
2026/08/14 05:33:03.604, NVIDIA GeForce RTX 4090, 39 %, 19206 MiB, 49140 MiB, 272.27 W
2026/08/14 05:33:04.604, NVIDIA GeForce RTX 4090, 45 %, 19206 MiB, 49140 MiB, 282.62 W
2026/08/14 05:33:05.604, NVIDIA GeForce RTX 4090, 65 %, 19206 MiB, 49140 MiB, 284.06 W
2026/08/14 05:33:06.604, NVIDIA GeForce RTX 4090, 72 %, 19206 MiB, 49140 MiB, 297.41 W
2026/08/14 05:33:07.605, NVIDIA GeForce RTX 4090, 73 %, 19206 MiB, 49140 MiB, 285.64 W
2026/08/14 05:33:08.605, NVIDIA GeForce RTX 4090, 22 %, 19206 MiB, 49140 MiB, 274.52 W
2026/08/14 05:33:09.605, NVIDIA GeForce RTX 4090, 27 %, 19206 MiB, 49140 MiB, 260.15 W
2026/08/14 05:33:10.605, NVIDIA GeForce RTX 4090, 37 %, 19206 MiB, 49140 MiB, 267.59 W
2026/08/14 05:33:11.605, NVIDIA GeForce RTX 4090, 43 %, 19206 MiB, 49140 MiB, 280.64 W
2026/08/14 05:33:12.605, NVIDIA GeForce RTX 4090, 53 %, 19206 MiB, 49140 MiB, 283.00 W
2026/08/14 05:33:13.606, NVIDIA GeForce RTX 4090, 67 %, 19206 MiB, 49140 MiB, 282.06 W
2026/08/14 05:33:14.606, NVIDIA GeForce RTX 4090, 73 %, 19206 MiB, 49140 MiB, 286.02 W
2026/08/14 05:33:15.606, NVIDIA GeForce RTX 4090, 77 %, 19206 MiB, 49140 MiB, 291.02 W
2026/08/14 05:33:16.606, NVIDIA GeForce RTX 4090, 34 %, 19206 MiB, 49140 MiB, 285.48 W
2026/08/14 05:33:17.606, NVIDIA GeForce RTX 4090, 39 %, 19206 MiB, 49140 MiB, 275.23 W
2026/08/14 05:33:18.607, NVIDIA GeForce RTX 4090, 44 %, 19206 MiB, 49140 MiB, 282.18 W
2026/08/14 05:33:19.607, NVIDIA GeForce RTX 4090, 55 %, 19206 MiB, 49140 MiB, 276.13 W
2026/08/14 05:33:20.607, NVIDIA GeForce RTX 4090, 66 %, 19206 MiB, 49140 MiB, 280.58 W
2026/08/14 05:33:21.607, NVIDIA GeForce RTX 4090, 72 %, 19206 MiB, 49140 MiB, 285.59 W
2026/08/14 05:33:22.608, NVIDIA GeForce RTX 4090, 72 %, 19206 MiB, 49140 MiB, 284.10 W
2026/08/14 05:33:23.608, NVIDIA GeForce RTX 4090, 35 %, 19206 MiB, 49140 MiB, 282.93 W
2026/08/14 05:33:24.608, NVIDIA GeForce RTX 4090, 37 %, 19206 MiB, 49140 MiB, 275.53 W
2026/08/14 05:33:25.608, NVIDIA GeForce RTX 4090, 44 %, 19206 MiB, 49140 MiB, 281.34 W
2026/08/14 05:33:26.609, NVIDIA GeForce RTX 4090, 66 %, 19206 MiB, 49140 MiB, 284.66 W
2026/08/14 05:33:27.609, NVIDIA GeForce RTX 4090, 73 %, 19206 MiB, 49140 MiB, 294.57 W
2026/08/14 05:33:28.609, NVIDIA GeForce RTX 4090, 48 %, 19206 MiB, 49140 MiB, 298.98 W
2026/08/14 05:33:29.609, NVIDIA GeForce RTX 4090, 25 %, 19206 MiB, 49140 MiB, 273.57 W
2026/08/14 05:33:30.609, NVIDIA GeForce RTX 4090, 37 %, 19206 MiB, 49140 MiB, 267.67 W
2026/08/14 05:33:31.610, NVIDIA GeForce RTX 4090, 34 %, 19206 MiB, 49140 MiB, 276.31 W
2026/08/14 05:33:32.610, NVIDIA GeForce RTX 4090, 55 %, 19206 MiB, 49140 MiB, 285.10 W
2026/08/14 05:33:33.610, NVIDIA GeForce RTX 4090, 43 %, 19206 MiB, 49140 MiB, 368.84 W
2026/08/14 05:33:34.610, NVIDIA GeForce RTX 4090, 33 %, 19206 MiB, 49140 MiB, 282.61 W
2026/08/14 05:33:35.611, NVIDIA GeForce RTX 4090, 35 %, 19206 MiB, 49140 MiB, 275.50 W
2026/08/14 05:33:36.611, NVIDIA GeForce RTX 4090, 38 %, 19206 MiB, 49140 MiB, 282.25 W
2026/08/14 05:33:37.611, NVIDIA GeForce RTX 4090, 64 %, 19206 MiB, 49140 MiB, 288.92 W
2026/08/14 05:33:38.612, NVIDIA GeForce RTX 4090, 65 %, 19206 MiB, 49140 MiB, 283.57 W
2026/08/14 05:33:39.612, NVIDIA GeForce RTX 4090, 51 %, 19206 MiB, 49140 MiB, 293.65 W
2026/08/14 05:33:40.612, NVIDIA GeForce RTX 4090, 33 %, 19206 MiB, 49140 MiB, 279.92 W
2026/08/14 05:33:41.613, NVIDIA GeForce RTX 4090, 35 %, 19206 MiB, 49140 MiB, 276.49 W
2026/08/14 05:33:42.613, NVIDIA GeForce RTX 4090, 36 %, 19206 MiB, 49140 MiB, 279.87 W
2026/08/14 05:33:43.613, NVIDIA GeForce RTX 4090, 63 %, 19206 MiB, 49140 MiB, 284.22 W
2026/08/14 05:33:44.614, NVIDIA GeForce RTX 4090, 72 %, 19206 MiB, 49140 MiB, 284.20 W
2026/08/14 05:33:45.614, NVIDIA GeForce RTX 4090, 70 %, 19206 MiB, 49140 MiB, 305.21 W
2026/08/14 05:33:46.614, NVIDIA GeForce RTX 4090, 37 %, 19206 MiB, 49140 MiB, 276.80 W
2026/08/14 05:33:47.614, NVIDIA GeForce RTX 4090, 35 %, 19206 MiB, 49140 MiB, 267.13 W
2026/08/14 05:33:48.615, NVIDIA GeForce RTX 4090, 41 %, 19206 MiB, 49140 MiB, 278.70 W
2026/08/14 05:33:49.615, NVIDIA GeForce RTX 4090, 62 %, 19206 MiB, 49140 MiB, 287.83 W
2026/08/14 05:33:50.615, NVIDIA GeForce RTX 4090, 92 %, 19206 MiB, 49140 MiB, 300.75 W
2026/08/14 05:33:51.615, NVIDIA GeForce RTX 4090, 47 %, 19206 MiB, 49140 MiB, 291.16 W
2026/08/14 05:33:52.616, NVIDIA GeForce RTX 4090, 33 %, 19206 MiB, 49140 MiB, 276.50 W
2026/08/14 05:33:53.616, NVIDIA GeForce RTX 4090, 41 %, 19206 MiB, 49140 MiB, 286.18 W
2026/08/14 05:33:54.616, NVIDIA GeForce RTX 4090, 53 %, 19206 MiB, 49140 MiB, 284.27 W
2026/08/14 05:33:55.616, NVIDIA GeForce RTX 4090, 61 %, 19206 MiB, 49140 MiB, 276.16 W
2026/08/14 05:33:56.617, NVIDIA GeForce RTX 4090, 73 %, 19206 MiB, 49140 MiB, 283.39 W
2026/08/14 05:33:57.617, NVIDIA GeForce RTX 4090, 54 %, 19206 MiB, 49140 MiB, 300.52 W
2026/08/14 05:33:58.617, NVIDIA GeForce RTX 4090, 54 %, 19206 MiB, 49140 MiB, 271.87 W
2026/08/14 05:33:59.617, NVIDIA GeForce RTX 4090, 32 %, 19206 MiB, 49140 MiB, 279.76 W
2026/08/14 05:34:00.617, NVIDIA GeForce RTX 4090, 45 %, 19206 MiB, 49140 MiB, 281.66 W
2026/08/14 05:34:01.617, NVIDIA GeForce RTX 4090, 53 %, 19206 MiB, 49140 MiB, 278.08 W
2026/08/14 05:34:02.618, NVIDIA GeForce RTX 4090, 61 %, 19206 MiB, 49140 MiB, 277.82 W
2026/08/14 05:34:03.618, NVIDIA GeForce RTX 4090, 93 %, 19206 MiB, 49140 MiB, 290.70 W
2026/08/14 05:34:04.618, NVIDIA GeForce RTX 4090, 38 %, 19206 MiB, 49140 MiB, 298.82 W
2026/08/14 05:34:05.618, NVIDIA GeForce RTX 4090, 36 %, 19206 MiB, 49140 MiB, 274.07 W
2026/08/14 05:34:06.619, NVIDIA GeForce RTX 4090, 35 %, 19206 MiB, 49140 MiB, 272.21 W
2026/08/14 05:34:07.619, NVIDIA GeForce RTX 4090, 40 %, 19206 MiB, 49140 MiB, 280.48 W
2026/08/14 05:34:08.619, NVIDIA GeForce RTX 4090, 55 %, 19206 MiB, 49140 MiB, 269.46 W
2026/08/14 05:34:09.619, NVIDIA GeForce RTX 4090, 74 %, 19206 MiB, 49140 MiB, 292.62 W
2026/08/14 05:34:10.620, NVIDIA GeForce RTX 4090, 82 %, 19206 MiB, 49140 MiB, 303.05 W
2026/08/14 05:34:11.620, NVIDIA GeForce RTX 4090, 36 %, 19206 MiB, 49140 MiB, 287.49 W
2026/08/14 05:34:12.620, NVIDIA GeForce RTX 4090, 34 %, 19206 MiB, 49140 MiB, 266.61 W
2026/08/14 05:34:13.620, NVIDIA GeForce RTX 4090, 29 %, 19206 MiB, 49140 MiB, 280.98 W
2026/08/14 05:34:14.683, NVIDIA GeForce RTX 4090, 41 %, 19206 MiB, 49140 MiB, 282.06 W
2026/08/14 05:34:15.684, NVIDIA GeForce RTX 4090, 55 %, 19206 MiB, 49140 MiB, 274.85 W
2026/08/14 05:34:16.684, NVIDIA GeForce RTX 4090, 72 %, 19206 MiB, 49140 MiB, 292.23 W
2026/08/14 05:34:17.684, NVIDIA GeForce RTX 4090, 0 %, 19206 MiB, 49140 MiB, 291.11 W
2026/08/14 05:34:18.684, NVIDIA GeForce RTX 4090, 0 %, 19206 MiB, 49140 MiB, 106.60 W
2026/08/14 05:34:19.685, NVIDIA GeForce RTX 4090, 0 %, 19206 MiB, 49140 MiB, 97.58 W
