timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/14 05:52:41.489, NVIDIA GeForce RTX 4090, 38 %, 19206 MiB, 49140 MiB, 271.70 W
2026/08/14 05:52:42.489, NVIDIA GeForce RTX 4090, 49 %, 19206 MiB, 49140 MiB, 271.40 W
2026/08/14 05:52:43.490, NVIDIA GeForce RTX 4090, 72 %, 19206 MiB, 49140 MiB, 293.54 W
2026/08/14 05:52:44.490, NVIDIA GeForce RTX 4090, 88 %, 19206 MiB, 49140 MiB, 315.13 W
2026/08/14 05:52:45.490, NVIDIA GeForce RTX 4090, 43 %, 19206 MiB, 49140 MiB, 290.09 W
2026/08/14 05:52:46.490, NVIDIA GeForce RTX 4090, 100 %, 19206 MiB, 49140 MiB, 304.34 W
2026/08/14 05:52:47.491, NVIDIA GeForce RTX 4090, 0 %, 19206 MiB, 49140 MiB, 211.56 W
2026/08/14 05:52:48.491, NVIDIA GeForce RTX 4090, 0 %, 19206 MiB, 49140 MiB, 106.40 W
2026/08/14 05:52:49.491, NVIDIA GeForce RTX 4090, 3 %, 19206 MiB, 49140 MiB, 92.91 W
2026/08/14 05:52:50.491, NVIDIA GeForce RTX 4090, 63 %, 19206 MiB, 49140 MiB, 269.29 W
2026/08/14 05:52:51.492, NVIDIA GeForce RTX 4090, 88 %, 19206 MiB, 49140 MiB, 291.19 W
2026/08/14 05:52:52.492, NVIDIA GeForce RTX 4090, 66 %, 19206 MiB, 49140 MiB, 264.69 W
2026/08/14 05:52:53.492, NVIDIA GeForce RTX 4090, 55 %, 19206 MiB, 49140 MiB, 281.79 W
2026/08/14 05:52:54.492, NVIDIA GeForce RTX 4090, 44 %, 19206 MiB, 49140 MiB, 274.06 W
2026/08/14 05:52:55.493, NVIDIA GeForce RTX 4090, 30 %, 19206 MiB, 49140 MiB, 270.97 W
2026/08/14 05:52:56.493, NVIDIA GeForce RTX 4090, 37 %, 19206 MiB, 49140 MiB, 266.79 W
2026/08/14 05:52:57.493, NVIDIA GeForce RTX 4090, 64 %, 19206 MiB, 49140 MiB, 275.51 W
2026/08/14 05:52:58.493, NVIDIA GeForce RTX 4090, 70 %, 19206 MiB, 49140 MiB, 274.21 W
2026/08/14 05:52:59.493, NVIDIA GeForce RTX 4090, 67 %, 19206 MiB, 49140 MiB, 279.05 W
2026/08/14 05:53:00.494, NVIDIA GeForce RTX 4090, 93 %, 19206 MiB, 49140 MiB, 300.69 W
2026/08/14 05:53:01.494, NVIDIA GeForce RTX 4090, 23 %, 19206 MiB, 49140 MiB, 286.46 W
2026/08/14 05:53:02.494, NVIDIA GeForce RTX 4090, 35 %, 19206 MiB, 49140 MiB, 270.67 W
2026/08/14 05:53:03.494, NVIDIA GeForce RTX 4090, 46 %, 19206 MiB, 49140 MiB, 282.82 W
2026/08/14 05:53:04.495, NVIDIA GeForce RTX 4090, 46 %, 19206 MiB, 49140 MiB, 274.92 W
2026/08/14 05:53:05.495, NVIDIA GeForce RTX 4090, 74 %, 19206 MiB, 49140 MiB, 285.90 W
2026/08/14 05:53:06.495, NVIDIA GeForce RTX 4090, 68 %, 19206 MiB, 49140 MiB, 281.69 W
2026/08/14 05:53:07.496, NVIDIA GeForce RTX 4090, 74 %, 19206 MiB, 49140 MiB, 306.12 W
2026/08/14 05:53:08.496, NVIDIA GeForce RTX 4090, 42 %, 19206 MiB, 49140 MiB, 277.99 W
2026/08/14 05:53:09.496, NVIDIA GeForce RTX 4090, 38 %, 19206 MiB, 49140 MiB, 270.35 W
2026/08/14 05:53:10.496, NVIDIA GeForce RTX 4090, 49 %, 19206 MiB, 49140 MiB, 271.79 W
2026/08/14 05:53:11.496, NVIDIA GeForce RTX 4090, 62 %, 19206 MiB, 49140 MiB, 278.71 W
2026/08/14 05:53:12.496, NVIDIA GeForce RTX 4090, 72 %, 19206 MiB, 49140 MiB, 293.24 W
2026/08/14 05:53:13.496, NVIDIA GeForce RTX 4090, 89 %, 19206 MiB, 49140 MiB, 302.48 W
2026/08/14 05:53:14.497, NVIDIA GeForce RTX 4090, 32 %, 19206 MiB, 49140 MiB, 292.05 W
2026/08/14 05:53:15.497, NVIDIA GeForce RTX 4090, 48 %, 19206 MiB, 49140 MiB, 272.16 W
2026/08/14 05:53:16.497, NVIDIA GeForce RTX 4090, 49 %, 19206 MiB, 49140 MiB, 279.21 W
2026/08/14 05:53:17.497, NVIDIA GeForce RTX 4090, 62 %, 19206 MiB, 49140 MiB, 280.26 W
2026/08/14 05:53:18.497, NVIDIA GeForce RTX 4090, 60 %, 19206 MiB, 49140 MiB, 282.24 W
2026/08/14 05:53:19.497, NVIDIA GeForce RTX 4090, 67 %, 19206 MiB, 49140 MiB, 285.84 W
2026/08/14 05:53:20.497, NVIDIA GeForce RTX 4090, 88 %, 19206 MiB, 49140 MiB, 293.22 W
2026/08/14 05:53:21.498, NVIDIA GeForce RTX 4090, 45 %, 19206 MiB, 49140 MiB, 284.31 W
2026/08/14 05:53:22.498, NVIDIA GeForce RTX 4090, 23 %, 19206 MiB, 49140 MiB, 271.80 W
2026/08/14 05:53:23.498, NVIDIA GeForce RTX 4090, 38 %, 19206 MiB, 49140 MiB, 271.76 W
2026/08/14 05:53:24.498, NVIDIA GeForce RTX 4090, 51 %, 19206 MiB, 49140 MiB, 272.14 W
2026/08/14 05:53:25.498, NVIDIA GeForce RTX 4090, 60 %, 19206 MiB, 49140 MiB, 278.55 W
2026/08/14 05:53:26.498, NVIDIA GeForce RTX 4090, 67 %, 19206 MiB, 49140 MiB, 280.66 W
2026/08/14 05:53:27.499, NVIDIA GeForce RTX 4090, 87 %, 19206 MiB, 49140 MiB, 302.33 W
2026/08/14 05:53:28.499, NVIDIA GeForce RTX 4090, 37 %, 19206 MiB, 49140 MiB, 291.74 W
2026/08/14 05:53:29.499, NVIDIA GeForce RTX 4090, 23 %, 19206 MiB, 49140 MiB, 267.34 W
2026/08/14 05:53:30.499, NVIDIA GeForce RTX 4090, 41 %, 19206 MiB, 49140 MiB, 272.52 W
2026/08/14 05:53:31.500, NVIDIA GeForce RTX 4090, 49 %, 19206 MiB, 49140 MiB, 279.15 W
2026/08/14 05:53:32.500, NVIDIA GeForce RTX 4090, 56 %, 19206 MiB, 49140 MiB, 286.97 W
2026/08/14 05:53:33.500, NVIDIA GeForce RTX 4090, 68 %, 19206 MiB, 49140 MiB, 293.02 W
2026/08/14 05:53:34.500, NVIDIA GeForce RTX 4090, 38 %, 19206 MiB, 49140 MiB, 355.67 W
2026/08/14 05:53:35.501, NVIDIA GeForce RTX 4090, 41 %, 19206 MiB, 49140 MiB, 272.26 W
2026/08/14 05:53:36.501, NVIDIA GeForce RTX 4090, 63 %, 19206 MiB, 49140 MiB, 280.39 W
2026/08/14 05:53:37.501, NVIDIA GeForce RTX 4090, 55 %, 19206 MiB, 49140 MiB, 283.74 W
2026/08/14 05:53:38.501, NVIDIA GeForce RTX 4090, 93 %, 19206 MiB, 49140 MiB, 310.03 W
2026/08/14 05:53:39.502, NVIDIA GeForce RTX 4090, 35 %, 19206 MiB, 49140 MiB, 291.25 W
2026/08/14 05:53:40.502, NVIDIA GeForce RTX 4090, 36 %, 19206 MiB, 49140 MiB, 276.17 W
2026/08/14 05:53:41.502, NVIDIA GeForce RTX 4090, 40 %, 19206 MiB, 49140 MiB, 275.55 W
2026/08/14 05:53:42.502, NVIDIA GeForce RTX 4090, 46 %, 19206 MiB, 49140 MiB, 275.73 W
2026/08/14 05:53:43.503, NVIDIA GeForce RTX 4090, 66 %, 19206 MiB, 49140 MiB, 308.28 W
2026/08/14 05:53:44.503, NVIDIA GeForce RTX 4090, 42 %, 19206 MiB, 49140 MiB, 310.80 W
2026/08/14 05:53:45.503, NVIDIA GeForce RTX 4090, 37 %, 19206 MiB, 49140 MiB, 276.06 W
2026/08/14 05:53:46.503, NVIDIA GeForce RTX 4090, 38 %, 19206 MiB, 49140 MiB, 269.22 W
2026/08/14 05:53:47.503, NVIDIA GeForce RTX 4090, 52 %, 19206 MiB, 49140 MiB, 265.85 W
2026/08/14 05:53:48.504, NVIDIA GeForce RTX 4090, 54 %, 19206 MiB, 49140 MiB, 278.40 W
2026/08/14 05:53:49.504, NVIDIA GeForce RTX 4090, 71 %, 19206 MiB, 49140 MiB, 288.70 W
2026/08/14 05:53:50.504, NVIDIA GeForce RTX 4090, 89 %, 19206 MiB, 49140 MiB, 304.39 W
2026/08/14 05:53:51.505, NVIDIA GeForce RTX 4090, 62 %, 19206 MiB, 49140 MiB, 288.32 W
2026/08/14 05:53:52.505, NVIDIA GeForce RTX 4090, 42 %, 19206 MiB, 49140 MiB, 283.50 W
2026/08/14 05:53:53.505, NVIDIA GeForce RTX 4090, 39 %, 19206 MiB, 49140 MiB, 273.41 W
2026/08/14 05:53:54.505, NVIDIA GeForce RTX 4090, 57 %, 19206 MiB, 49140 MiB, 274.28 W
2026/08/14 05:53:55.505, NVIDIA GeForce RTX 4090, 51 %, 19206 MiB, 49140 MiB, 283.47 W
2026/08/14 05:53:56.506, NVIDIA GeForce RTX 4090, 70 %, 19206 MiB, 49140 MiB, 292.36 W
2026/08/14 05:53:57.583, NVIDIA GeForce RTX 4090, 88 %, 19206 MiB, 49140 MiB, 293.68 W
2026/08/14 05:53:58.583, NVIDIA GeForce RTX 4090, 34 %, 19206 MiB, 49140 MiB, 284.68 W
2026/08/14 05:53:59.584, NVIDIA GeForce RTX 4090, 38 %, 19206 MiB, 49140 MiB, 272.19 W
2026/08/14 05:54:00.584, NVIDIA GeForce RTX 4090, 24 %, 19206 MiB, 49140 MiB, 269.11 W
2026/08/14 05:54:01.584, NVIDIA GeForce RTX 4090, 52 %, 19206 MiB, 49140 MiB, 268.11 W
2026/08/14 05:54:02.585, NVIDIA GeForce RTX 4090, 49 %, 19206 MiB, 49140 MiB, 285.85 W
2026/08/14 05:54:03.585, NVIDIA GeForce RTX 4090, 69 %, 19206 MiB, 49140 MiB, 291.96 W
2026/08/14 05:54:04.585, NVIDIA GeForce RTX 4090, 89 %, 19206 MiB, 49140 MiB, 291.78 W
2026/08/14 05:54:05.586, NVIDIA GeForce RTX 4090, 56 %, 19206 MiB, 49140 MiB, 280.16 W
2026/08/14 05:54:06.586, NVIDIA GeForce RTX 4090, 18 %, 19206 MiB, 49140 MiB, 274.40 W
2026/08/14 05:54:07.586, NVIDIA GeForce RTX 4090, 43 %, 19206 MiB, 49140 MiB, 263.91 W
2026/08/14 05:54:08.587, NVIDIA GeForce RTX 4090, 53 %, 19206 MiB, 49140 MiB, 277.30 W
2026/08/14 05:54:09.587, NVIDIA GeForce RTX 4090, 49 %, 19206 MiB, 49140 MiB, 273.96 W
2026/08/14 05:54:10.587, NVIDIA GeForce RTX 4090, 52 %, 19206 MiB, 49140 MiB, 278.29 W
2026/08/14 05:54:11.587, NVIDIA GeForce RTX 4090, 63 %, 19206 MiB, 49140 MiB, 290.89 W
2026/08/14 05:54:12.587, NVIDIA GeForce RTX 4090, 87 %, 19206 MiB, 49140 MiB, 288.26 W
2026/08/14 05:54:13.588, NVIDIA GeForce RTX 4090, 55 %, 19206 MiB, 49140 MiB, 270.38 W
2026/08/14 05:54:14.588, NVIDIA GeForce RTX 4090, 36 %, 19206 MiB, 49140 MiB, 270.07 W
2026/08/14 05:54:15.588, NVIDIA GeForce RTX 4090, 44 %, 19206 MiB, 49140 MiB, 276.50 W
2026/08/14 05:54:16.588, NVIDIA GeForce RTX 4090, 43 %, 19206 MiB, 49140 MiB, 260.48 W
2026/08/14 05:54:17.588, NVIDIA GeForce RTX 4090, 45 %, 19206 MiB, 49140 MiB, 281.49 W
2026/08/14 05:54:18.589, NVIDIA GeForce RTX 4090, 0 %, 19206 MiB, 49140 MiB, 310.90 W
2026/08/14 05:54:19.589, NVIDIA GeForce RTX 4090, 0 %, 19206 MiB, 49140 MiB, 105.87 W
2026/08/14 05:54:20.589, NVIDIA GeForce RTX 4090, 0 %, 19206 MiB, 49140 MiB, 99.49 W
2026/08/14 05:54:21.589, NVIDIA GeForce RTX 4090, 35 %, 19206 MiB, 49140 MiB, 159.08 W
2026/08/14 05:54:22.589, NVIDIA GeForce RTX 4090, 38 %, 19206 MiB, 49140 MiB, 258.29 W
2026/08/14 05:54:23.590, NVIDIA GeForce RTX 4090, 23 %, 19206 MiB, 49140 MiB, 255.72 W
2026/08/14 05:54:24.590, NVIDIA GeForce RTX 4090, 19 %, 19206 MiB, 49140 MiB, 256.32 W
2026/08/14 05:54:25.590, NVIDIA GeForce RTX 4090, 38 %, 19206 MiB, 49140 MiB, 265.53 W
2026/08/14 05:54:26.590, NVIDIA GeForce RTX 4090, 20 %, 19206 MiB, 49140 MiB, 253.04 W
2026/08/14 05:54:27.590, NVIDIA GeForce RTX 4090, 21 %, 19206 MiB, 49140 MiB, 262.26 W
2026/08/14 05:54:28.591, NVIDIA GeForce RTX 4090, 20 %, 19206 MiB, 49140 MiB, 248.75 W
2026/08/14 05:54:29.591, NVIDIA GeForce RTX 4090, 36 %, 19206 MiB, 49140 MiB, 267.84 W
2026/08/14 05:54:30.591, NVIDIA GeForce RTX 4090, 38 %, 19206 MiB, 49140 MiB, 268.80 W
2026/08/14 05:54:31.591, NVIDIA GeForce RTX 4090, 35 %, 19206 MiB, 49140 MiB, 268.53 W
2026/08/14 05:54:32.592, NVIDIA GeForce RTX 4090, 48 %, 19206 MiB, 49140 MiB, 277.35 W
2026/08/14 05:54:33.592, NVIDIA GeForce RTX 4090, 56 %, 19206 MiB, 49140 MiB, 280.95 W
2026/08/14 05:54:34.592, NVIDIA GeForce RTX 4090, 59 %, 19206 MiB, 49140 MiB, 288.36 W
2026/08/14 05:54:35.592, NVIDIA GeForce RTX 4090, 61 %, 19206 MiB, 49140 MiB, 280.55 W
2026/08/14 05:54:36.593, NVIDIA GeForce RTX 4090, 55 %, 19206 MiB, 49140 MiB, 269.45 W
2026/08/14 05:54:37.593, NVIDIA GeForce RTX 4090, 44 %, 19206 MiB, 49140 MiB, 268.34 W
2026/08/14 05:54:38.593, NVIDIA GeForce RTX 4090, 68 %, 19206 MiB, 49140 MiB, 271.38 W
2026/08/14 05:54:39.593, NVIDIA GeForce RTX 4090, 38 %, 19206 MiB, 49140 MiB, 271.29 W
2026/08/14 05:54:40.593, NVIDIA GeForce RTX 4090, 39 %, 19206 MiB, 49140 MiB, 275.21 W
2026/08/14 05:54:41.593, NVIDIA GeForce RTX 4090, 40 %, 19206 MiB, 49140 MiB, 283.51 W
2026/08/14 05:54:42.594, NVIDIA GeForce RTX 4090, 74 %, 19206 MiB, 49140 MiB, 280.72 W
2026/08/14 05:54:43.594, NVIDIA GeForce RTX 4090, 93 %, 19206 MiB, 49140 MiB, 290.84 W
2026/08/14 05:54:44.594, NVIDIA GeForce RTX 4090, 54 %, 19206 MiB, 49140 MiB, 290.35 W
2026/08/14 05:54:45.594, NVIDIA GeForce RTX 4090, 45 %, 19206 MiB, 49140 MiB, 273.73 W
2026/08/14 05:54:46.594, NVIDIA GeForce RTX 4090, 36 %, 19206 MiB, 49140 MiB, 267.96 W
2026/08/14 05:54:47.595, NVIDIA GeForce RTX 4090, 41 %, 19206 MiB, 49140 MiB, 268.80 W
2026/08/14 05:54:48.595, NVIDIA GeForce RTX 4090, 35 %, 19206 MiB, 49140 MiB, 275.47 W
2026/08/14 05:54:49.595, NVIDIA GeForce RTX 4090, 50 %, 19206 MiB, 49140 MiB, 273.36 W
2026/08/14 05:54:50.595, NVIDIA GeForce RTX 4090, 60 %, 19206 MiB, 49140 MiB, 276.70 W
2026/08/14 05:54:51.595, NVIDIA GeForce RTX 4090, 73 %, 19206 MiB, 49140 MiB, 286.68 W
2026/08/14 05:54:52.595, NVIDIA GeForce RTX 4090, 90 %, 19206 MiB, 49140 MiB, 297.65 W
2026/08/14 05:54:53.595, NVIDIA GeForce RTX 4090, 58 %, 19206 MiB, 49140 MiB, 289.36 W
2026/08/14 05:54:54.596, NVIDIA GeForce RTX 4090, 23 %, 19206 MiB, 49140 MiB, 276.70 W
2026/08/14 05:54:55.596, NVIDIA GeForce RTX 4090, 39 %, 19206 MiB, 49140 MiB, 270.28 W
2026/08/14 05:54:56.596, NVIDIA GeForce RTX 4090, 39 %, 19206 MiB, 49140 MiB, 276.69 W
2026/08/14 05:54:57.596, NVIDIA GeForce RTX 4090, 39 %, 19206 MiB, 49140 MiB, 278.32 W
2026/08/14 05:54:58.596, NVIDIA GeForce RTX 4090, 73 %, 19206 MiB, 49140 MiB, 296.44 W
2026/08/14 05:54:59.596, NVIDIA GeForce RTX 4090, 90 %, 19206 MiB, 49140 MiB, 307.86 W
2026/08/14 05:55:00.597, NVIDIA GeForce RTX 4090, 45 %, 19206 MiB, 49140 MiB, 297.60 W
2026/08/14 05:55:01.597, NVIDIA GeForce RTX 4090, 41 %, 19206 MiB, 49140 MiB, 278.39 W
2026/08/14 05:55:02.597, NVIDIA GeForce RTX 4090, 52 %, 19206 MiB, 49140 MiB, 276.00 W
2026/08/14 05:55:03.598, NVIDIA GeForce RTX 4090, 60 %, 19206 MiB, 49140 MiB, 280.89 W
2026/08/14 05:55:04.598, NVIDIA GeForce RTX 4090, 93 %, 19206 MiB, 49140 MiB, 302.80 W
2026/08/14 05:55:05.598, NVIDIA GeForce RTX 4090, 70 %, 19206 MiB, 49140 MiB, 289.11 W
2026/08/14 05:55:06.598, NVIDIA GeForce RTX 4090, 100 %, 19206 MiB, 49140 MiB, 308.39 W
2026/08/14 05:55:07.599, NVIDIA GeForce RTX 4090, 45 %, 19206 MiB, 49140 MiB, 327.01 W
2026/08/14 05:55:08.599, NVIDIA GeForce RTX 4090, 64 %, 19206 MiB, 49140 MiB, 284.07 W
2026/08/14 05:55:09.599, NVIDIA GeForce RTX 4090, 95 %, 19206 MiB, 49140 MiB, 304.20 W
2026/08/14 05:55:10.599, NVIDIA GeForce RTX 4090, 55 %, 19206 MiB, 49140 MiB, 298.44 W
2026/08/14 05:55:11.600, NVIDIA GeForce RTX 4090, 45 %, 19206 MiB, 49140 MiB, 281.98 W
2026/08/14 05:55:12.600, NVIDIA GeForce RTX 4090, 42 %, 19206 MiB, 49140 MiB, 278.05 W
2026/08/14 05:55:13.600, NVIDIA GeForce RTX 4090, 39 %, 19206 MiB, 49140 MiB, 270.70 W
2026/08/14 05:55:14.601, NVIDIA GeForce RTX 4090, 49 %, 19206 MiB, 49140 MiB, 272.88 W
2026/08/14 05:55:15.601, NVIDIA GeForce RTX 4090, 58 %, 19206 MiB, 49140 MiB, 278.48 W
2026/08/14 05:55:16.601, NVIDIA GeForce RTX 4090, 75 %, 19206 MiB, 49140 MiB, 283.84 W
2026/08/14 05:55:17.601, NVIDIA GeForce RTX 4090, 58 %, 19206 MiB, 49140 MiB, 291.99 W
2026/08/14 05:55:18.602, NVIDIA GeForce RTX 4090, 38 %, 19206 MiB, 49140 MiB, 293.81 W
2026/08/14 05:55:19.602, NVIDIA GeForce RTX 4090, 40 %, 19206 MiB, 49140 MiB, 284.74 W
2026/08/14 05:55:20.602, NVIDIA GeForce RTX 4090, 47 %, 19206 MiB, 49140 MiB, 278.99 W
2026/08/14 05:55:21.602, NVIDIA GeForce RTX 4090, 95 %, 19206 MiB, 49140 MiB, 308.81 W
2026/08/14 05:55:22.603, NVIDIA GeForce RTX 4090, 58 %, 19206 MiB, 49140 MiB, 302.64 W
2026/08/14 05:55:23.603, NVIDIA GeForce RTX 4090, 41 %, 19206 MiB, 49140 MiB, 277.81 W
2026/08/14 05:55:24.603, NVIDIA GeForce RTX 4090, 41 %, 19206 MiB, 49140 MiB, 277.44 W
2026/08/14 05:55:25.603, NVIDIA GeForce RTX 4090, 48 %, 19206 MiB, 49140 MiB, 277.63 W
2026/08/14 05:55:26.603, NVIDIA GeForce RTX 4090, 74 %, 19206 MiB, 49140 MiB, 294.29 W
2026/08/14 05:55:27.604, NVIDIA GeForce RTX 4090, 86 %, 19206 MiB, 49140 MiB, 309.91 W
2026/08/14 05:55:28.604, NVIDIA GeForce RTX 4090, 39 %, 19206 MiB, 49140 MiB, 290.46 W
2026/08/14 05:55:29.604, NVIDIA GeForce RTX 4090, 46 %, 19206 MiB, 49140 MiB, 281.04 W
2026/08/14 05:55:30.604, NVIDIA GeForce RTX 4090, 52 %, 19206 MiB, 49140 MiB, 270.65 W
2026/08/14 05:55:31.604, NVIDIA GeForce RTX 4090, 59 %, 19206 MiB, 49140 MiB, 276.40 W
2026/08/14 05:55:32.605, NVIDIA GeForce RTX 4090, 74 %, 19206 MiB, 49140 MiB, 284.86 W
2026/08/14 05:55:33.605, NVIDIA GeForce RTX 4090, 85 %, 19206 MiB, 49140 MiB, 305.70 W
2026/08/14 05:55:34.605, NVIDIA GeForce RTX 4090, 41 %, 19206 MiB, 49140 MiB, 289.20 W
2026/08/14 05:55:35.606, NVIDIA GeForce RTX 4090, 41 %, 19206 MiB, 49140 MiB, 271.04 W
2026/08/14 05:55:36.606, NVIDIA GeForce RTX 4090, 49 %, 19206 MiB, 49140 MiB, 291.61 W
2026/08/14 05:55:37.606, NVIDIA GeForce RTX 4090, 75 %, 19206 MiB, 49140 MiB, 293.98 W
2026/08/14 05:55:38.606, NVIDIA GeForce RTX 4090, 54 %, 19206 MiB, 49140 MiB, 299.81 W
2026/08/14 05:55:39.607, NVIDIA GeForce RTX 4090, 43 %, 19206 MiB, 49140 MiB, 284.35 W
2026/08/14 05:55:40.607, NVIDIA GeForce RTX 4090, 43 %, 19206 MiB, 49140 MiB, 283.78 W
2026/08/14 05:55:41.607, NVIDIA GeForce RTX 4090, 52 %, 19206 MiB, 49140 MiB, 286.37 W
2026/08/14 05:55:42.607, NVIDIA GeForce RTX 4090, 100 %, 19206 MiB, 49140 MiB, 299.58 W
2026/08/14 05:55:43.607, NVIDIA GeForce RTX 4090, 59 %, 19206 MiB, 49140 MiB, 313.30 W
2026/08/14 05:55:44.607, NVIDIA GeForce RTX 4090, 39 %, 19206 MiB, 49140 MiB, 285.08 W
2026/08/14 05:55:45.607, NVIDIA GeForce RTX 4090, 43 %, 19206 MiB, 49140 MiB, 274.00 W
2026/08/14 05:55:46.608, NVIDIA GeForce RTX 4090, 49 %, 19206 MiB, 49140 MiB, 273.14 W
2026/08/14 05:55:47.608, NVIDIA GeForce RTX 4090, 60 %, 19206 MiB, 49140 MiB, 296.42 W
2026/08/14 05:55:48.683, NVIDIA GeForce RTX 4090, 95 %, 19206 MiB, 49140 MiB, 305.43 W
2026/08/14 05:55:49.684, NVIDIA GeForce RTX 4090, 100 %, 19206 MiB, 49140 MiB, 314.07 W
2026/08/14 05:55:50.684, NVIDIA GeForce RTX 4090, 0 %, 19206 MiB, 49140 MiB, 253.95 W
2026/08/14 05:55:51.684, NVIDIA GeForce RTX 4090, 0 %, 19206 MiB, 49140 MiB, 106.66 W
2026/08/14 05:55:52.684, NVIDIA GeForce RTX 4090, 0 %, 19206 MiB, 49140 MiB, 94.27 W
2026/08/14 05:55:53.684, NVIDIA GeForce RTX 4090, 36 %, 19206 MiB, 49140 MiB, 190.36 W
2026/08/14 05:55:54.685, NVIDIA GeForce RTX 4090, 67 %, 19206 MiB, 49140 MiB, 296.38 W
2026/08/14 05:55:55.685, NVIDIA GeForce RTX 4090, 75 %, 19206 MiB, 49140 MiB, 285.18 W
2026/08/14 05:55:56.685, NVIDIA GeForce RTX 4090, 58 %, 19206 MiB, 49140 MiB, 286.67 W
2026/08/14 05:55:57.685, NVIDIA GeForce RTX 4090, 33 %, 19206 MiB, 49140 MiB, 279.64 W
2026/08/14 05:55:58.686, NVIDIA GeForce RTX 4090, 41 %, 19206 MiB, 49140 MiB, 261.93 W
2026/08/14 05:55:59.686, NVIDIA GeForce RTX 4090, 29 %, 19206 MiB, 49140 MiB, 272.79 W
2026/08/14 05:56:00.686, NVIDIA GeForce RTX 4090, 52 %, 19206 MiB, 49140 MiB, 264.49 W
2026/08/14 05:56:01.686, NVIDIA GeForce RTX 4090, 47 %, 19206 MiB, 49140 MiB, 274.14 W
2026/08/14 05:56:02.687, NVIDIA GeForce RTX 4090, 45 %, 19206 MiB, 49140 MiB, 272.97 W
2026/08/14 05:56:03.687, NVIDIA GeForce RTX 4090, 60 %, 19206 MiB, 49140 MiB, 272.36 W
2026/08/14 05:56:04.687, NVIDIA GeForce RTX 4090, 71 %, 19206 MiB, 49140 MiB, 284.16 W
2026/08/14 05:56:05.688, NVIDIA GeForce RTX 4090, 89 %, 19206 MiB, 49140 MiB, 290.12 W
2026/08/14 05:56:06.688, NVIDIA GeForce RTX 4090, 60 %, 19206 MiB, 49140 MiB, 291.49 W
2026/08/14 05:56:07.688, NVIDIA GeForce RTX 4090, 48 %, 19206 MiB, 49140 MiB, 277.32 W
2026/08/14 05:56:08.688, NVIDIA GeForce RTX 4090, 38 %, 19206 MiB, 49140 MiB, 266.68 W
2026/08/14 05:56:09.688, NVIDIA GeForce RTX 4090, 42 %, 19206 MiB, 49140 MiB, 275.58 W
2026/08/14 05:56:10.689, NVIDIA GeForce RTX 4090, 47 %, 19206 MiB, 49140 MiB, 288.12 W
2026/08/14 05:56:11.689, NVIDIA GeForce RTX 4090, 98 %, 19206 MiB, 49140 MiB, 308.58 W
2026/08/14 05:56:12.689, NVIDIA GeForce RTX 4090, 56 %, 19206 MiB, 49140 MiB, 298.60 W
2026/08/14 05:56:13.689, NVIDIA GeForce RTX 4090, 45 %, 19206 MiB, 49140 MiB, 276.25 W
2026/08/14 05:56:14.689, NVIDIA GeForce RTX 4090, 53 %, 19206 MiB, 49140 MiB, 283.55 W
2026/08/14 05:56:15.690, NVIDIA GeForce RTX 4090, 70 %, 19206 MiB, 49140 MiB, 286.12 W
2026/08/14 05:56:16.690, NVIDIA GeForce RTX 4090, 99 %, 19206 MiB, 49140 MiB, 318.16 W
2026/08/14 05:56:17.690, NVIDIA GeForce RTX 4090, 56 %, 19206 MiB, 49140 MiB, 300.29 W
2026/08/14 05:56:18.691, NVIDIA GeForce RTX 4090, 44 %, 19206 MiB, 49140 MiB, 286.51 W
2026/08/14 05:56:19.691, NVIDIA GeForce RTX 4090, 41 %, 19206 MiB, 49140 MiB, 277.86 W
2026/08/14 05:56:20.691, NVIDIA GeForce RTX 4090, 47 %, 19206 MiB, 49140 MiB, 279.97 W
2026/08/14 05:56:21.691, NVIDIA GeForce RTX 4090, 94 %, 19206 MiB, 49140 MiB, 305.20 W
2026/08/14 05:56:22.692, NVIDIA GeForce RTX 4090, 56 %, 19206 MiB, 49140 MiB, 303.17 W
2026/08/14 05:56:23.692, NVIDIA GeForce RTX 4090, 41 %, 19206 MiB, 49140 MiB, 282.49 W
2026/08/14 05:56:24.692, NVIDIA GeForce RTX 4090, 45 %, 19206 MiB, 49140 MiB, 290.56 W
2026/08/14 05:56:25.692, NVIDIA GeForce RTX 4090, 64 %, 19206 MiB, 49140 MiB, 284.62 W
2026/08/14 05:56:26.693, NVIDIA GeForce RTX 4090, 86 %, 19206 MiB, 49140 MiB, 325.27 W
2026/08/14 05:56:27.693, NVIDIA GeForce RTX 4090, 59 %, 19206 MiB, 49140 MiB, 289.55 W
2026/08/14 05:56:28.693, NVIDIA GeForce RTX 4090, 52 %, 19206 MiB, 49140 MiB, 283.55 W
2026/08/14 05:56:29.694, NVIDIA GeForce RTX 4090, 50 %, 19206 MiB, 49140 MiB, 285.96 W
2026/08/14 05:56:30.694, NVIDIA GeForce RTX 4090, 74 %, 19206 MiB, 49140 MiB, 289.93 W
2026/08/14 05:56:31.694, NVIDIA GeForce RTX 4090, 95 %, 19206 MiB, 49140 MiB, 307.15 W
2026/08/14 05:56:32.694, NVIDIA GeForce RTX 4090, 59 %, 19206 MiB, 49140 MiB, 295.34 W
