timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu
2026/08/14 02:59:28.292, NVIDIA GeForce RTX 4090, 0 %, 0 %, 1 MiB, 49140 MiB, 75.01 W, 46
2026/08/14 02:59:29.299, NVIDIA GeForce RTX 4090, 0 %, 0 %, 1 MiB, 49140 MiB, 75.01 W, 46
2026/08/14 02:59:30.300, NVIDIA GeForce RTX 4090, 0 %, 0 %, 1 MiB, 49140 MiB, 71.98 W, 45
2026/08/14 02:59:31.300, NVIDIA GeForce RTX 4090, 0 %, 0 %, 1 MiB, 49140 MiB, 60.39 W, 45
2026/08/14 02:59:32.300, NVIDIA GeForce RTX 4090, 0 %, 0 %, 1 MiB, 49140 MiB, 49.26 W, 44
2026/08/14 02:59:33.300, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 46.82 W, 44
2026/08/14 02:59:34.301, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 36.67 W, 44
2026/08/14 02:59:35.301, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 33.59 W, 43
2026/08/14 02:59:36.301, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 33.12 W, 43
2026/08/14 02:59:37.302, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 32.86 W, 43
2026/08/14 02:59:38.302, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 33.27 W, 43
2026/08/14 02:59:39.302, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 32.85 W, 43
2026/08/14 02:59:40.303, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 31.76 W, 43
2026/08/14 02:59:41.303, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 31.38 W, 42
2026/08/14 02:59:42.303, NVIDIA GeForce RTX 4090, 0 %, 0 %, 4 MiB, 49140 MiB, 31.52 W, 42
